Автор объявления,Застройщик,Балкон / лоджия,Планировка,Жилая площадь,link,price,Площадь кухни,Этаж,Жилой фонд,Санузел,Количество комнат,Адрес,Высота потолков,id,Общая площадь,Ливинг,Тип,Состояние квартиры,Количество этажей,Тип здания,title,Парковочное место
Застройщик,Boiar House,2,,,https://999.md/ru/89832857?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTMwMDgsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4OTgzMjg1NyIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6InByZW1pdW0iLCJsIjoiY2QyNWU0OWQtMGI0OC00MTNmLTlhYjAtYWNlNGFjZDVmZDc5IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDExOjQzOjI4LjQxODM5MDQ0NFoifX0.t6wY-m0Ro-mxodjp1b_plMZPxDTJBmdsMHbGSaEBtcw&adType=booster,100 300 €,,9,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/B",,89832857,100 м²,,Продам,Незавершенное cтроительство,10,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Частное лицо,,,,,https://999.md/ru/102992196?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTMxNjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5OTIxOTYiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiODY2MTk3OTYtMThiNy00ZDM5LTk3MmQtMjE1ZDZmMWNhOGUwIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTo0NjowMi4xOTY3NTI1MThaIn19.ptf9iTZ-0eGdP9U3rTm5rhZJuPkGUx6Zsonuma7esms&adType=booster,87 000 €,,5,Новострой,,3-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, Cartușa, 95/2",,102992196,75 м²,Квартира с ливингом,Продам,Белый вариант,9,,"3-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Агентство,,1,,,https://999.md/ru/103948553?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTMxNjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NDg1NTMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcm8iLCJsIjoiYzRjODMzYjMtYmMxOC00NjYyLTk1MjYtMmM4ODU2NzU1Njk5IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTo0NjowMi4xOTY4MjA5MzlaIn19.fb-ti_P7b18EbE8aEpg68R5I1L0T-GjoD7nJbakHa7M&adType=booster,175 000 €,,9,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Izmail, 88",,103948553,86 м²,Квартира без ливинга,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,,2,Индивидуальная,,https://999.md/ru/102829734,93 000 €,,2,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, ул. Николае Димо, .",,102829734,78 м²,Квартира с ливингом,Продам,Белый вариант,15,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Oткрытое
Агентство,,1,Индивидуальная,,https://999.md/ru/102710345,185 000 €,,8,Новострой,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Jubiliara, .",,102710345,87 м²,Квартира с ливингом,Продам,Eвроремонт,10,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,,Индивидуальная,,https://999.md/ru/102877424,84 900 €,,4,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, ул. Пандурилор, .",,102877424,50 м²,Квартира с ливингом,Продам,Eвроремонт,5,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,Нет,Индивидуальная,,https://999.md/ru/101264155,87 450 €,,11,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, bd. Renașterii Naționale, .",,101264155,53 м²,,Продам,Белый вариант,15,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Inamstro,,,,https://999.md/ru/103912357,185 000 €,,6,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, ул. Каля Ешилор, 6",,103912357,80 м²,Квартира с ливингом,Продам,Белый вариант,13,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Loid,,,,https://999.md/ru/103897004,194 900 €,,2,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Voda, 5/1",,103897004,65 м²,Квартира с ливингом,Продам,Eвроремонт,13,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Агентство,,,Чш (Чешка),,https://999.md/ru/103690045,104 900 €119 900 €,,2,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 19/4",,103690045,60 м²,,Продам,Eвроремонт,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Чш (Чешка),,https://999.md/ru/103947223,109 500 €,,4,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 7/5",,103947223,55 м²,Квартира с ливингом,Продам,Eвроремонт,5,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,Мс (Молд. Серия),,https://999.md/ru/103983719,118 900 €,,4,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Dacia, 38/4",,103983719,59 м²,Квартира с ливингом,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Частное лицо,,1,,,https://999.md/ru/101953565,120 000 €,,3,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 38",2990 см,101953565,594 м²,Квартира с ливингом,Продам,Белый вариант,14,Mонолитный,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/102954162?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTMxNjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI5NTQxNjIiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMTE6NDY6MDIuMTk3MTk1ODg4WiJ9fQ.2JsZ4ITR4oWuSek6NKXyCq7o96KpjKkgT7XNzdNc0-s&adType=booster,87 010 €,,9,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24/a",,102954162,79 м²,,Продам,Незавершенное cтроительство,9,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Застройщик,Dansicons,,Индивидуальная,,https://999.md/ru/100018151,71 190 €,,5,Новострой,1,2-х комнатная квартира,"Оргеев, Оргеев, Центр, str. Constantin Negruzzi, 91/L",,100018151,68 м²,Квартира с ливингом,Продам,Белый вариант,7,,"2-х комнатная квартира,  Центр,  Оргеев,  Оргеев",Подземная
Агентство,,1,,,https://999.md/ru/103657324,100 000 €,,7,Новострой,1,1-комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, *",,103657324,43 м²,,Продам,Eвроремонт,9,,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Подземная
Агентство,,1,,,https://999.md/ru/102539822,139 000 €,,3,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 0",,102539822,65 м²,,Продам,Eвроремонт,8,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
Агентство,,1,,,https://999.md/ru/102644518,94 000 €,,3,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 0",,102644518,51 м²,Квартира с ливингом,Продам,Белый вариант,9,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103951697,107 900 €,,9,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Milano, -",,103951697,68 м²,,Продам,Eвроремонт,10,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Агентство,,1,Мс (Молд. Серия),,https://999.md/ru/103977184?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTMzMDcsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5NzcxODQiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiY2Y0MzdhY2YtMzI1My00MTQwLTkyYzgtMDMwYjAzNjc3ZGE1IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0wNVQxMTo0ODoyNy40NTg3MzkzNjJaIn19.4MJfOg2U13Ym6TyrgteVx_lceicinCdKXEtzFOUPJic&adType=booster,67 000 €,,5,Вторичный,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, bd. Moscova, 20",,103977184,35 м²,,Продам,Косметический pемонт,9,Панельный,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,,1,,,https://999.md/ru/103944418,138 800 €,,1,Вторичный,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Gradinilor, -",,103944418,75 м²,,Продам,Eвроремонт,9,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,,1,143,,https://999.md/ru/102706517,99 000 €,,8,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Grigore Alexandrescu , 15",,102706517,52 м²,,Продам,Косметический pемонт,9,,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103745460,80 900 €,,9,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, Renasterii Nationale , 35",,103745460,45 м²,,Продам,Белый вариант,14,Бетон,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,Lagmar Impex,,,,https://999.md/ru/102996935,75 000 €,,15,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, 4",,102996935,46 м²,,Продам,Белый вариант,16,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
