Количество комнат,link,Парковочное место,id,Количество этажей,title,Тип,Планировка,Жилая площадь,price,Балкон / лоджия,Высота потолков,Санузел,Ливинг,Этаж,Адрес,Состояние квартиры,Автор объявления,Тип здания,Общая площадь,Жилой фонд,Застройщик,Площадь кухни
2-х комнатная квартира,https://999.md/ru/103764865,,103764865,9,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,114 500 €,,,2,,3,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, ,",Eвроремонт,Агентство,,53 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/87751494,,87751494,10,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,104 989 €,,,,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Чокана, str. Nicolae Milescu Spătarul, 27",Белый вариант,Застройщик,,56 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103258863,Oткрытое,103258863,10,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,170 000 €,1,,1,,8,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, .",Нуждается в ремонте,Агентство,,93 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103762270,,103762270,17,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,69 900 €,,,1,,3,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Batran, .",Eвроремонт,Агентство,,28 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103872946?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzk1OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NzI5NDYiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZmY1YjA1ZjAtMTc0Yy00YjJiLTk4ZDktZmEyOGUxNTI4NzBhIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDA3OjU5OjU3LjUzNzQxMTQxM1oifX0.hhA5i0pSoMZuQ9iEDM6gwwysvLna8TW-G9yMQqFfuOY&adType=booster,,103872946,9,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,80 800 €,,,,Квартира с ливингом,4,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 142",,Частное лицо,,57 м²,Новострой,Lagmar Impex,
2-х комнатная квартира,https://999.md/ru/103629253,Oткрытое,103629253,16,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,120 600 €,,,1,,2,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, .",Белый вариант,Агентство,,80 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103625969,,103625969,9,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,98 500 €,2,,2,,8,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, .",Нуждается в ремонте,Агентство,,66 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103952621,,103952621,14,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,140 000 €,1,,2,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Буюканы, Vasile Lupu , .",Белый вариант,Агентство,,68 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103589384,,103589384,10,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,159 500 €,1,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, .",Eвроремонт,Агентство,,66 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103431062,Подземная,103431062,9,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,172 000 €,2,,2,,4,"Кишинёв мун., Кишинёв, Буюканы,  bd. Alba Iulia , 128",Eвроремонт,Агентство,,80 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103950227,,103950227,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,57 900 €,1,,2,,4,"Кишинёв мун., Кишинёв, Ботаника, str. Salcâmilor, 22",,Агентство,,47 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103797623,,103797623,9,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,59 000 €,,,1,,8,"Кишинёв мун., Кишинёв, Ботаника, ул. Гренобле, .",Eвроремонт,Агентство,,36 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103258916,Oткрытое,103258916,5,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,56 000 €,,,1,,1,"Кишинёв мун., Кишинёв, Рышкановка, str. Nicolae Dimo, .",Eвроремонт,Агентство,,32 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103654443,,103654443,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,94 900 €,1,,2,Квартира с ливингом,5,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, .",Eвроремонт,Агентство,,47 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103832059,,103832059,5,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,47 900 €,,,1,,1,"Кишинёв мун., Кишинёв, Ботаника, ул. Николай Зелински, .",Eвроремонт,Агентство,,21 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103689477,,103689477,21,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,119 000 €,1,,1,,7,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, .",Белый вариант,Агентство,,66 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103831990,,103831990,16,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,77 900 €,,,1,,7,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latina, .",Белый вариант,Агентство,,52 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103629103,,103629103,12,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,,141 840 €,1,,1,Квартира с ливингом,10,Расположение,Белый вариант,Агентство,,79 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103308570,,103308570,7,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,36 900 €38 900 €,,,,,2,"Кишинёв мун., Кишинёв, Телецентр, str. Vasile Cheltuială, 9/2",Eвроремонт,Агентство,,20 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103777773?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzk1OTcsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3Nzc3NzMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiYmFlMGMzNTYtMjA4NS00OGE1LWJiYTMtNjRkN2Q3NjIyMzM2IiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDA3OjU5OjU3LjU0MDU0MTkyMloifX0.U5IInt2z8gqJzvFw7O9PKeJ9a7FErwdd64S0Etb3uqQ&adType=booster,,103777773,6,"1-комнатная квартира,  Центр,  Криуляны,  Криуляны",Продам,,,66 000 €,,,,Квартира с ливингом,5,"Криуляны, Криуляны, Центр, bd. Biruinței, 20",Eвроремонт,Частное лицо,,40 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103944876,Oткрытое,103944876,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,89 900 €,1,,1,Квартира с ливингом,1,"Кишинёв мун., Кишинёв, Ботаника, NICOLAE TITULESCU , .",Eвроремонт,Агентство,,45 м²,Вторичный,,
3-х комнатная квартира,https://999.md/ru/103633799,,103633799,5,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,83 600 €,,,,,3,"Кишинёв мун., Кишинёв, Центр, bd. Iuri Gagarin, 5/3",,Застройщик,,56 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103200774,,103200774,6,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,,,33 000 €,,,1,,5,"Кишинёв мун., Кишинёв, Чокана, str. Maria Drăgan, .",Eвроремонт,Агентство,,15 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103347983,Подземная,103347983,5,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,121 450 €,1,,1,Квартира с ливингом,4,"Кишинёв мун., Кишинёв, Буюканы, str-la Bisericii, 1",Белый вариант,Застройщик,Kомбинированный,70 м²,Новострой,A-casa,
2-х комнатная квартира,https://999.md/ru/102380665,Oткрытое,102380665,7,"2-х комнатная квартира,  Центр,  Яловены,  Яловены",Продам,,,94 900 €,,,1,,5,"Яловены, Яловены, Центр, str. Alexandru cel Bun, .",Eвроремонт,Агентство,,47 м²,Вторичный,,
3-х комнатная квартира,https://999.md/ru/103558400,,103558400,2,"3-х комнатная квартира,  Центр,  Фалешты,  Фалешты",Продам,Индивидуальная,66 м²,30 000 €,1,250 см,1,,2,Расположение,Сдан в эксплуатацию,Частное лицо,Kотельцовый,155 м²,Вторичный,,25 м²
1-комнатная квартира,https://999.md/ru/103540681,,103540681,6,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,89 500 €,,,1,Квартира с ливингом,2,"Кишинёв мун., Кишинёв, Ботаника, str. Iurie Babei, .",Eвроремонт,Агентство,,45 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103532248,,103532248,10,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,96 000 €,,,1,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, .",Eвроремонт,Агентство,,33 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103894847,,103894847,18,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,60 300 €,,,1,Квартира с ливингом,12,"Кишинёв мун., Кишинёв, Ботаника, Diminetii, .",Белый вариант,Агентство,,37 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103690519,,103690519,10,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Продам,,,127 100 €,,,2,Квартира с ливингом,6,"Кишинёв мун., Кишинёв, Буюканы, str. Vadul lui Voda, .",Белый вариант,Агентство,,82 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103762203,,103762203,1,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,,65 000 €,,,1,,1,"Кишинёв мун., Кишинёв, Старая Почта, str-la Studenților, .",Нуждается в ремонте,Агентство,,43 м²,Вторичный,,
