Тип здания,Высота потолков,link,Состояние квартиры,id,Количество комнат,Планировка,Жилой фонд,Количество этажей,Автор объявления,price,Адрес,Застройщик,Этаж,title,Балкон / лоджия,Общая площадь,Площадь кухни,Парковочное место,Жилая площадь,Санузел,Ливинг,Тип
Kотельцовый,260 см,https://999.md/ru/104027264?location=subcategory&index=1537,Индивидуальный дизайн,104027264,2-х комнатная квартира,Хрущевка,Вторичный,4,Частное лицо,103 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Minsk, 28",,2,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,47 м²,6 м²,Oткрытое,27 м²,1,,Продам
Kирпичный,,https://999.md/ru/104111584?location=subcategory&index=1538,Индивидуальный дизайн,104111584,2-х комнатная квартира,,Новострой,10,Застройщик,233 000 €,"Кишинёв мун., Кишинёв, Центр, str. Albisoara, 42/1",,9,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2,80 м²,,Oткрытое,,2,Квартира с ливингом,
,,https://999.md/ru/103884312?location=subcategory&index=1541,Белый вариант,103884312,2-х комнатная квартира,,Новострой,16,Агентство,88 900 €,"Кишинёв мун., Ставчены, Центр, str. Constantin Stamati, 2/1",,5,"2-х комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",1,63 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103884225?location=subcategory&index=1542,Белый вариант,103884225,1-комнатная квартира,,Новострой,16,Агентство,62 120 €,"Кишинёв мун., Ставчены, Центр, str. Constantin Stamati, 2/1",,5,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",1,44 м²,,,,1,Квартира с ливингом,Продам
Ячеистый Бетон,,https://999.md/ru/103370321?location=subcategory&index=1543,Eвроремонт,103370321,1-комнатная квартира,,Новострой,16,Агентство,71 900 €,"Кишинёв мун., Ставчены, Центр, str. Constantin Stamati, 2/1",,13,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",1,44 м²,,,,,,Продам
Ячеистый Бетон,,https://999.md/ru/101994491?location=subcategory&index=1544,Eвроремонт,101994491,1-комнатная квартира,,Новострой,16,Агентство,79 900 €,"Кишинёв мун., Ставчены, Центр, str. Constantin Stamati, 2/1",,15,"1-комнатная квартира,  Центр,  Ставчены,  Кишинёв мун.",1,45 м²,,,,1,,Продам
Kотельцовый,,https://999.md/ru/101639553?location=subcategory&index=1545,Eвроремонт,101639553,1-комнатная квартира,,Вторичный,5,Агентство,76 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, 22",,5,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,33 м²,,,,1,,Продам
Kирпичный,,https://999.md/ru/100444999?location=subcategory&index=1546,Eвроремонт,100444999,2-х комнатная квартира,,Вторичный,7,Агентство,255 000 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 20",,7,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",2,85 м²,,,,2,Квартира с ливингом,Продам
,,https://999.md/ru/103701117?location=subcategory&index=1547,,103701117,2-х комнатная квартира,,Новострой,17,Агентство,179 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Bogdan Voievod, 1/D",,16,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,66 м²,,,,,,Продам
,,https://999.md/ru/103945620?location=subcategory&index=1548,Eвроремонт,103945620,3-х комнатная квартира,,Вторичный,2,Агентство,82 900 €,"Кишинёв мун., Кишинёв, Рышкановка, str. Postei , 92",,2,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",1,90 м²,,Oткрытое,,1,,Продам
Kирпичный,,https://999.md/ru/103292042?location=subcategory&index=1549,Белый вариант,103292042,2-х комнатная квартира,,Новострой,6,Агентство,100 800 €,"Кишинёв мун., Кишинёв, Буюканы, Durlesti, -",,4,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,67 м²,,,,1,,Продам
,,https://999.md/ru/103441274?location=subcategory&index=1551,,103441274,3-х комнатная квартира,,Вторичный,1,Агентство,150 000 €,"Кишинёв мун., Кишинёв, Центр, str. Vasile Alecsandri, 85",,1,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,72 м²,,,,,Квартира с ливингом,Продам
,,https://999.md/ru/102441487?location=subcategory&index=1552,,102441487,2-х комнатная квартира,,Новострой,9,,90 000 €,"Кишинёв мун., Кишинёв, Телецентр, sos. Hincesti, 142",,4,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,73 м²,,,,,,Продам
,,https://999.md/ru/104077069?location=subcategory&index=1553,Белый вариант,104077069,1-комнатная квартира,,Новострой,11,Застройщик,47 300 €,"Кишинёв мун., Дурлешты, Центр, str. Regina Elisabeta, *",,2,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1,43 м²,,Подземная,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103697711?location=subcategory&index=1554,Eвроремонт,103697711,1-комнатная квартира,,Новострой,10,Агентство,79 900 €,"Кишинёв мун., Кишинёв, Телецентр, șos Hâncesti, -142/B",,10,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,40 м²,,,,,,Продам
,,https://999.md/ru/103913321?location=subcategory&index=1555,,103913321,2-х комнатная квартира,,Вторичный,5,Агентство,83 900 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 7",,1,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,51 м²,,,,,,Продам
,,https://999.md/ru/103913373?location=subcategory&index=1556,,103913373,3-х комнатная квартира,,Новострой,10,Агентство,320 000 €,"Кишинёв мун., Кишинёв, Центр, str. Valea Trandafirilor, 16",,10,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,175 м²,,,,,,Продам
,,https://999.md/ru/103914247?location=subcategory&index=1557,,103914247,1-комнатная квартира,,Вторичный,5,Агентство,76 500 €,"Кишинёв мун., Кишинёв, Ботаника, str. Independenței, 9/1",,4,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,32 м²,,,,,,Продам
Kомбинированный,280 см,https://999.md/ru/103839114?location=subcategory&index=1558,Eвроремонт,103839114,2-х комнатная квартира,Индивидуальная,Новострой,10,Частное лицо,129 940 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 72/5",Lagmar Impex,9,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,52 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103068567?location=subcategory&index=1559,Eвроремонт,103068567,1-комнатная квартира,,Новострой,17,Агентство,143 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Tudor Strișcă, 19/4",,15,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,52 м²,,,,1,,Продам
,,https://999.md/ru/104069360?location=subcategory&index=1560,Eвроремонт,104069360,1-комнатная квартира,,Новострой,7,Частное лицо,104 500 €,Расположение,Lagmar Impex,2,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",1,47 м²,,Oткрытое,,1,Квартира с ливингом,Продам
,,https://999.md/ru/89256820?location=subcategory&index=1561,Eвроремонт,89256820,2-х комнатная квартира,,Новострой,9,Застройщик,195 600 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99",,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",,65 м²,,,,,,Продам
,,https://999.md/ru/103516093?location=subcategory&index=1562,Eвроремонт,103516093,2-х комнатная квартира,,Новострой,10,Агентство,150 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Sprîncenoaia, 3/K",,5,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,65 м²,,,,,,Продам
,,https://999.md/ru/89180905?location=subcategory&index=1563,Eвроремонт,89180905,2-х комнатная квартира,,Новострой,10,Агентство,283 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, ---",,10,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,113 м²,,Подземная,,1,,Продам
Kотельцовый,,https://999.md/ru/102462275?location=subcategory&index=1564,Нуждается в ремонте,102462275,2-х комнатная квартира,,Вторичный,4,Агентство,57 900 €,Расположение,,3,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",,43 м²,,,,,,Продам
Панельный,,https://999.md/ru/104083650?location=subcategory&index=1565,Eвроремонт,104083650,1-комнатная квартира,Индивидуальная,Вторичный,10,Частное лицо,64 000 €,"Кишинёв мун., Кишинёв, Телецентр, str. Miorița, 3/2",Vlaviocons,9,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,34 м²,,,,1,,Продам
Kотельцовый,,https://999.md/ru/103634702?location=subcategory&index=1566,Нуждается в ремонте,103634702,3-х комнатная квартира,Ст (Сталинка),Вторичный,5,Агентство,86 600 €,"Кишинёв мун., Кишинёв, Центр, bd. Iuri Gagarin, /",,3,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,55 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/79051305?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODkyNDcsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI3OTA1MTMwNSIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfZm9vdGVyIiwieCI6IiIsImwiOiJlNzBhZGZjNS1lODcxLTQ2MzctOGI1Mi0yODY3NDgxOGU2OGQiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDExOjQ3OjI3Ljc4Mjk5ODc5NFoifX0.-Rx1Y8qRt1Lta9F6iAEjKqVsSIyhByxRNmJ0eKJNxp0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,,79051305,1-комнатная квартира,,Новострой,5,Застройщик,800 €,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 2/4",,2,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,60 м²,,,,,,Сдаю помесячно
