rooms,parcing_space,layout,price,balcony,bathroom,living,apartment_condition,author,building_type,housing_stock,developer,total_floors,floor,region,city,sector,street,area
3-х комнатная квартира,Подземная,,227900.0,1,1.0,,Eвроремонт,Агентство,,Новострой,,11,4.0,Кишинёв мун.,Кишинёв,Чокана,str.Mircea cel Batran --,98
2-х комнатная квартира,Oткрытое,Индивидуальная,67000.0,Нет,1.0,,Eвроремонт,Агентство,,Вторичный,,9,4.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Florilor .,34
2-х комнатная квартира,Гараж,Индивидуальная,81432.0,Нет,1.0,Квартира без ливинга,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,6.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,56
2-х комнатная квартира,Oткрытое,Индивидуальная,91000.0,,1.0,,Белый вариант,Агентство,,Новострой,,6,5.0,Кишинёв мун.,Дурлешты,Центр,str. Durlesti .,63
3-х комнатная квартира,Oткрытое,,215000.0,1,3.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,10,9.0,Кишинёв мун.,Кишинёв,Ботаника,Grenoble  128/2,130
2-х комнатная квартира,Oткрытое,,118900.0,2,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,Dacia .,60
3-х комнатная квартира,,,119900.0,1,2.0,,Eвроремонт,Агентство,,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței .,70
2-х комнатная квартира,,,88900.0,1,1.0,,Eвроремонт,Агентство,,Вторичный,,5,1.0,Кишинёв мун.,Кишинёв,Старая Почта,Gheorghe Madan .,54
1-комнатная квартира,Подземная,,243900.0,Нет,1.0,,Eвроремонт,Агентство,,Новострой,,13,4.0,Кишинёв мун.,Кишинёв,Рышкановка,Moscova  --,60
3-х комнатная квартира,Oткрытое,,229000.0,1,1.0,Квартира с ливингом,,Агентство,,Новострой,,12,1.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 41/A,91
2-х комнатная квартира,,,320000.0,1,1.0,Квартира с ливингом,,Агентство,,Новострой,,10,4.0,Кишинёв мун.,Кишинёв,Центр,str. Mihai Eminescu 72,74
3-х комнатная квартира,Oткрытое,Индивидуальная,230000.0,2,2.0,Квартира с ливингом,Eвроремонт,Частное лицо,Kирпичный,Новострой,,9,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ghioceilor 9,110
2-х комнатная квартира,Подземная,Индивидуальная,163500.0,1,,,Eвроремонт,Агентство,Kомбинированный,Новострой,,10,8.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Иоана Раду 27/3,68
2-х комнатная квартира,Oткрытое,Индивидуальная,166900.0,1,2.0,,Eвроремонт,Агентство,,Новострой,,14,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista .,70
2-х комнатная квартира,,,249000.0,1,2.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,8,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Academician Sergiu Rădăuțanu .,117
2-х комнатная квартира,Подземная,,215000.0,2,2.0,,Eвроремонт,Агентство,,Новострой,,17,10.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod  --,67
1-комнатная квартира,,,42500.0,,1.0,,Eвроремонт,Агентство,,Вторичный,,9,2.0,Кишинёв мун.,Кишинёв,Ботаника,Sarmizegetusa .,24
2-х комнатная квартира,,,109900.0,,,Квартира с ливингом,,Агентство,,Новострой,,10,9.0,Кишинёв мун.,Кишинёв,Чокана,str. Nicolae Milescu Spatarul 57,66
3-х комнатная квартира,Oткрытое,,119900.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,5,2.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nikolai Zelinski .,60
2-х комнатная квартира,Oткрытое,Индивидуальная,137000.0,1,1.0,,Eвроремонт,Агентство,,Новострой,,12,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Testemitanu .,55
2-х комнатная квартира,,Хрущевка,69500.0,1,1.0,,Косметический pемонт,Частное лицо,Kотельцовый,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Ботаника,str. Nicolae Titulescu 6,43
2-х комнатная квартира,Oткрытое,Индивидуальная,70000.0,,2.0,,Косметический pемонт,Частное лицо,Kотельцовый,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Ботаника,Zelinski 5/7,63
1-комнатная квартира,Oткрытое,Индивидуальная,117900.0,1,1.0,,Eвроремонт,Агентство,Kирпичный,Новострой,Braus Imobiliare,21,4.0,Кишинёв мун.,Кишинёв,Чокана,Mircea cel Bătrân 15,48
2-х комнатная квартира,Oткрытое,Индивидуальная,146900.0,1,1.0,,Eвроремонт,Агентство,Kомбинированный,Новострой,Inamstro,10,8.0,Кишинёв мун.,Кишинёв,Чокана,Profesor Ion Dumeniuc 6,64
1-комнатная квартира,,,99900.0,,,Квартира с ливингом,,Застройщик,,Новострой,,7,5.0,Кишинёв мун.,Дурлешты,Центр,str. Alexandr Orlov 46,48
3-х комнатная квартира,Oткрытое,Индивидуальная,139900.0,2,1.0,,Косметический pемонт,Агентство,Kомбинированный,Новострой,,10,7.0,Кишинёв мун.,Кишинёв,Рышкановка,Andrei Doga 28/5,75
2-х комнатная квартира,Oткрытое,Индивидуальная,139900.0,1,1.0,,Eвроремонт,Агентство,Kомбинированный,Новострой,Poliprim Grup,6,2.0,Кишинёв мун.,Кишинёв,Старая Почта,Gheorghe Madan 50/4,63
1-комнатная квартира,Oткрытое,Индивидуальная,45900.0,Нет,1.0,,Без ремонта,Агентство,,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Voluntarilor .,28
2-х комнатная квартира,Oткрытое,Индивидуальная,99400.0,1,2.0,,Белый вариант,Агентство,,Новострой,,9,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Calea Moșilor .,71
2-х комнатная квартира,Oткрытое,Индивидуальная,116400.0,1,2.0,Квартира с ливингом,Белый вариант,Агентство,,Новострой,,8,7.0,Кишинёв мун.,Кишинёв,Буюканы,ул. Вовинцень .,75
1-комнатная квартира,Подземная,,51700.0,1,1.0,,Белый вариант,Агентство,,Новострой,,11,4.0,Кишинёв мун.,Дурлешты,Центр,str. Regina Elisabeta *,47
3-х комнатная квартира,Oткрытое,135,110000.0,2,2.0,,Eвроремонт,Агентство,,Вторичный,,10,4.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Индепенденцей .,67
2-х комнатная квартира,,,79900.0,,,,Eвроремонт,Агентство,,Вторичный,,6,6.0,Кишинёв мун.,Кишинёв,Телецентр,str. Grenoble 106a,55
4-x комнатная квартира,Oткрытое,Мс (Молд. Серия),105000.0,3,2.0,Квартира с ливингом,Без ремонта,Агентство,Панельный,Вторичный,A-casa,10,10.0,Кишинёв мун.,Кишинёв,Чокана,пр-т Мирча чел Бэтрын 10,86
2-х комнатная квартира,Oткрытое,Индивидуальная,153000.0,1,2.0,Квартира без ливинга,Eвроремонт,Частное лицо,Блочный,Новострой,Silentagro,9,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Nicolai Costin 44/4,67
2-х комнатная квартира,,,109900.0,,,,Eвроремонт,Агентство,,Вторичный,,9,8.0,Кишинёв мун.,Кишинёв,Ботаника,str. Grenoble 130/3,55
2-х комнатная квартира,,,133000.0,,1.0,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Inamstro,10,5.0,Кишинёв мун.,Кишинёв,Буюканы,str. Ioana Radu 27/6,46
1-комнатная квартира,Oткрытое,,130000.0,1,1.0,Квартира с ливингом,Eвроремонт,Застройщик,,Новострой,,7,2.0,Кишинёв мун.,Кишинёв,Центр,str. Lev Tolstoi 13,46
2-х комнатная квартира,,,101000.0,1,2.0,Квартира с ливингом,,Застройщик,Mонолитный,Новострой,Exfactor-grup,16,12.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latină 19/6,70
2-х комнатная квартира,Oткрытое,Индивидуальная,167500.0,1,1.0,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,Eldorado Terra,12,7.0,Кишинёв мун.,Кишинёв,Чокана,str. Ginta Latina 12/12,80
2-х комнатная квартира,Oткрытое,Индивидуальная,153000.0,1,2.0,Квартира без ливинга,Eвроремонт,Частное лицо,Блочный,Новострой,Silentagro,9,4.0,Кишинёв мун.,Кишинёв,Буюканы,str. Nicolai Costin 44/4,67
